		Company Market Cap
BZDK.PA	2009	38616287.5
BZDK.PA	2008	33275691.8
EEPC.PA	2018	143982000
EEPC.PA	2017	155893879.4
EEPC.PA	2016	116196000
EEPC.PA	2015	93428320
EEPC.PA	2014	69886000
EEPC.PA	2013	41258000
EEPC.PA	2012	31827600
EEPC.PA	2011	39755645
EEPC.PA	2010	50058113.9
EEPC.PA	2009	46020245
EEPC.PA	2008	27155190
LVIDE.AS	2018	2440467.15
LVIDE.AS	2017	2982374.01
LVIDE.AS	2016	4073462.34
LVIDE.AS	2015	1965430.6
LVIDE.AS	2014	640018.26
LVIDE.AS	2013	1245895.27
LVIDE.AS	2012	1765301.681
LVIDE.AS	2011	19978651.87
LVIDE.AS	2010	32782838.98
LVIDE.AS	2009	39863078.49
LVIDE.AS	2008	25303828.56
FCMC.PA	2018	239999340
FCMC.PA	2017	266276640
FCMC.PA	2016	199185437.6
FCMC.PA	2015	200057844
FCMC.PA	2014	210220151.8
FCMC.PA	2013	218627136
FCMC.PA	2012	179736732
FCMC.PA	2011	210043218
FCMC.PA	2010	198130842
FCMC.PA	2009	166422900
FCMC.PA	2008	276785808.2
ALU10.PA	2018	32795415.5
ALU10.PA	2017	63346934.15
ALU10.PA	2016	67103035.2
ALU10.PA	2015	76422901.2
ALU10.PA	2014	86488356.48
ALU10.PA	2013	63747883.44
ALU10.PA	2012	41081477.8
ALU10.PA	2011	44629423.61
ALU10.PA	2010	80295615.7
ALU10.PA	2009	55833463.01
ALU10.PA	2008	25022354.66
LU0110790085.BR	2014	299046000
LU0110790085.BR	2014	299046000
LU0110790085.BR	2014	299046000
LU0110790085.BR	2014	299046000
LU0110790085.BR	2014	299046000
LU0110790085.BR	2013	275954000
LU0110790085.BR	2012	252954000
LU0110790085.BR	2011	250599352.5
LU0110790085.BR	2010	273988625.4
LU0110790085.BR	2009	219572766
LU0110790085.BR	2008	248212692
DEDAL.PA	2018	32650992.41
DEDAL.PA	2017	31737283.5
DEDAL.PA	2016	17050555.28
DEDAL.PA	2015	16275530.04
DEDAL.PA	2014	18045519.1
DEDAL.PA	2013	16548958.4
DEDAL.PA	2012	12711664
DEDAL.PA	2011	12457430.72
DEDAL.PA	2010	11745816.6
DEDAL.PA	2009	17898387.2
DEDAL.PA	2008	7690713.25
ALLHB.PA	2018	155396654
ALLHB.PA	2017	132858208
ALLHB.PA	2016	99643656
ALLHB.PA	2015	125622180.6
ALLHB.PA	2014	120521374.4
ALLHB.PA	2013	94898720
ALLHB.PA	2012	74732742
ALLHB.PA	2011	59382874.04
ALLHB.PA	2010	65242870
ALLHB.PA	2009	78291444
ALLHB.PA	2008	74021001.6
ALMNG.PA	2018	3945685.416
ALMNG.PA	2017	15190690.77
ALMNG.PA	2016	11746697.04
ALMNG.PA	2015	9841096.16
ALMNG.PA	2014	12961506.6
ALMNG.PA	2013	10538218.95
ALMNG.PA	2012	18509142
ALMNG.PA	2011	15305320.8
ALUPG.PA	2018	22899070.92
ALUPG.PA	2017	28957500
ALUPG.PA	2016	26325000
ALUPG.PA	2015	31785000
ALUPG.PA	2014	30810000
ALUPG.PA	2013	21011250
ALUPG.PA	2012	20865000
ALUPG.PA	2011	14430000
ALUPG.PA	2010	11651250
ALUPG.PA	2009	9262500
ALUPG.PA	2008	9701250
ALTRI.PA	2018	15774360
ALTRI.PA	2017	37342620
ALTRI.PA	2016	33828900
ALTRI.PA	2015	52332000
ALTRI.PA	2014	51061080
ALTRI.PA	2013	77189700
ALTRI.PA	2012	54948600
ALTRI.PA	2011	47883780
ALTRI.PA	2010	56331660
ALTRI.PA	2009	44818620
ALTRI.PA	2008	24334380
ALADM.PA	2018	3838902.933
ALADM.PA	2017	15011878.22
ALADM.PA	2016	15694080
ALADM.PA	2015	7847040
ALADM.PA	2014	12567525
ALADM.PA	2013	23276900
ALADM.PA	2012	29218635
ALADM.PA	2011	20091640
ALADM.PA	2010	17604600
ALADM.PA	2009	10494750
ALADM.PA	2008	8095950
DILBc.BR	2018	11455522.93
DILBc.BR	2017	12494520
DILBc.BR	2016	16146000
DILBc.BR	2015	13786200
DILBc.BR	2014	15214500
DILBc.BR	2013	18754200
DILBc.BR	2012	19375821
DILBc.BR	2011	22356000
DILBc.BR	2010	23598000
DILBc.BR	2009	19623600
DILBc.BR	2008	21424500
BRCP.PA	2018	496195399.5
BRCP.PA	2017	682627197
BRCP.PA	2016	660771654
BRCP.PA	2015	711309012
BRCP.PA	2014	502085466.1
BRCP.PA	2013	732413802.1
BRCP.PA	2012	813220660
BRCP.PA	2011	475809852
BRCP.PA	2010	414186920
BRCP.PA	2009	320237204
BRCP.PA	2008	278737695
TIVO.PA	2018	32574906
TIVO.PA	2017	43211610
TIVO.PA	2016	25273251.9
TIVO.PA	2015	18824750.1
TIVO.PA	2014	18780430.5
TIVO.PA	2013	8996878.8
TIVO.PA	2012	8188046.1
TIVO.PA	2011	7739310.15
TIVO.PA	2010	7207474.95
TIVO.PA	2009	5822487.45
TIVO.PA	2008	6259150.45
ALBOU.PA	2018	272494823.4
ALBOU.PA	2017	385723266
ALBOU.PA	2016	231745026.8
ALBOU.PA	2015	218991273.6
ALBOU.PA	2014	207855069.6
ALBOU.PA	2013	180418947
ALBOU.PA	2012	236433872
ALBOU.PA	2011	237056066.4
ALBOU.PA	2010	204156763.2
ALBOU.PA	2009	155396104.3
ALBOU.PA	2008	135667752
ADVA.PA	2018	10317324.2
ADVA.PA	2017	13940201.4
ADVA.PA	2016	14097717.8
ADVA.PA	2015	31379396.4
ADVA.PA	2014	64360395
ADVA.PA	2013	16546369.35
ADVA.PA	2012	12712188.6
ADVA.PA	2011	15811302.4
ADVA.PA	2010	18461400
ADVA.PA	2009	20519039.5
ADVA.PA	2008	9784956.3
ALWED.PA	2018	19607002.9
ALWED.PA	2017	15298336.61
ALWED.PA	2016	9596303.61
ALWED.PA	2015	8589410.94
ALWED.PA	2014	10274415
ALWED.PA	2013	13370438.72
ALWED.PA	2012	12041614.38
ALWED.PA	2011	11966268.67
ALWED.PA	2010	10722933.3
DSC1.AS	2018	50110861.5
LOEX.PA	2018	298317900
LOEX.PA	2017	407427803.8
LOEX.PA	2016	384016867.7
LOEX.PA	2015	411339802.5
LOEX.PA	2014	588240847.3
LOEX.PA	2013	479258880.7
LOEX.PA	2012	398435642.5
LOEX.PA	2011	376217359.7
LOEX.PA	2010	468899918
LOEX.PA	2009	541729054.2
LOEX.PA	2008	598595640
ALSER.PA	2018	271526496
ALSER.PA	2017	259985561.5
ALSER.PA	2016	194325530.4
ALSER.PA	2015	159924504
ALSER.PA	2014	135245506.8
ALSER.PA	2013	105849312
ALSER.PA	2012	110451456
ALSER.PA	2011	52567989.84
ALSER.PA	2010	41419296
ALSER.PA	2009	22435452
ALSER.PA	2008	17258040
OREGE.PA	2018	48870375.3
OREGE.PA	2017	73492091.1
OREGE.PA	2016	80207104.5
OREGE.PA	2015	52600938.3
OREGE.PA	2014	83334899.2
OREGE.PA	2013	59612084.2
OREGE.PA	2012	11081219.17
OREGE.PA	2011	9543940.21
OREGE.PA	2010	10865487.42
OREGE.PA	2009	11060814.56
OREGE.PA	2008	7542136.88
FIPP.PA	2018	39190897.28
FIPP.PA	2017	29258395.02
FIPP.PA	2016	19595448.64
FIPP.PA	2015	17146017.56
FIPP.PA	2014	9797724.32
FIPP.PA	2013	14696586.48
FIPP.PA	2012	17146017.56
FIPP.PA	2011	23269595.26
FIPP.PA	2010	999561.6
FIPP.PA	2009	1320073.2
FIPP.PA	2008	1618855.2
SCHK.BR	2018	17840000
SCHK.BR	2017	30937487.37
SCHK.BR	2016	32000000
SCHK.BR	2015	21000000
SCHK.BR	2014	20999600
SCHK.BR	2013	14000400
SCHK.BR	2012	18599200
SCHK.BR	2011	18000000
SCHK.BR	2010	23200000
SCHK.BR	2009	22398800
SCHK.BR	2008	23199600
ALAVY.PA	2018	38780563.5
SNOW.AS	2018	32926684.7
SNOW.AS	2017	30047766.65
SNOW.AS	2016	24163053.75
SNOW.AS	2015	20648190.84
SNOW.AS	2014	23439045.03
SNOW.AS	2013	4329662.6
SNOW.AS	2012	2446497.152
SNOW.AS	2011	4796422.048
SNOW.AS	2010	17302529.2
SNOW.AS	2009	58748122.4
SNOW.AS	2008	52905350.01
BLEE.PA	2018	117962451
BLEE.PA	2017	100275054
BLEE.PA	2016	81076324.56
BLEE.PA	2015	76614648
BLEE.PA	2014	45067440
BLEE.PA	2013	41929867.5
BLEE.PA	2012	50007126
BLEE.PA	2011	41615686.32
BLEE.PA	2010	44884500
BLEE.PA	2009	44884500
BLEE.PA	2008	33757875
ADVIC.PA	2018	76584205.66
ADVIC.PA	2017	111637609.2
ALLOG.PA	2018	4614342.616
ALLOG.PA	2017	6375155.394
ALLOG.PA	2016	5367992.56
ALLOG.PA	2015	4838836.08
ALLOG.PA	2014	5869974.5
ALLOG.PA	2013	3516008.85
ALLOG.PA	2012	4136481
ALLOG.PA	2011	3906676.5
ALLOG.PA	2010	5193581.7
ALLOG.PA	2009	5821739.84
ALLOG.PA	2008	4021596.6
CAND.BR	2018	3767270.5
CAND.BR	2017	6027632.8
CAND.BR	2016	7965086.2
CAND.BR	2015	4843637.46
CAND.BR	2014	81819.4
CAND.BR	2013	1227291
CAND.BR	2012	3518234.2
CAND.BR	2011	6594643.64
CAND.BR	2010	4428204.3
CAND.BR	2009	5094979.89
CNV.PA	2018	1242757433
CNV.PA	2017	1941710522
CNV.PA	2016	2300298561
CNV.PA	2015	979307041.7
CNV.PA	2014	2885559017
ALI2S.PA	2018	4849650.9
ALI2S.PA	2017	4952568.728
ALI2S.PA	2016	5197464.304
ALI2S.PA	2015	3783651.44
ALI2S.PA	2014	2020396.4
ALI2S.PA	2013	3195899.76
ALI2S.PA	2012	4169363.48
ALI2S.PA	2011	4245801.4
ALI2S.PA	2010	5952289.2
ALI2S.PA	2009	3607448
ALI2S.PA	2008	4038354
ADUX.PA	2018	9598398.05
ADUX.PA	2017	12785369.84
ADUX.PA	2016	20491224.8
ADUX.PA	2015	12933268.46
ADUX.PA	2014	113133807.5
ADUX.PA	2013	84360646.15
ADUX.PA	2012	93995008.7
ADUX.PA	2011	100824940.5
ADUX.PA	2010	155328232.5
ADUX.PA	2009	218251075.4
ADUX.PA	2008	64088445.68
ALNSC.PA	2018	38539410
ALNSC.PA	2017	34700291.85
ALNSC.PA	2016	38094724.5
ALNSC.PA	2015	37445475
ALNSC.PA	2014	33936675
ALNSC.PA	2013	31803982.5
ALNSC.PA	2012	33443250
ALNSC.PA	2011	24128482.5
ALNSC.PA	2010	16337850
ALNSC.PA	2009	21381750
ALNSC.PA	2008	32280960
YATRA.AS	2018	7230365.46
YATRA.AS	2017	10573887.06
YATRA.AS	2016	19405215.2
YATRA.AS	2015	29741489.4
YATRA.AS	2014	38263605.04
YATRA.AS	2013	59785787.8
YATRA.AS	2012	64028650.16
YATRA.AS	2011	68571427.2
YATRA.AS	2010	131785711.7
YATRA.AS	2009	81428569.8
YATRA.AS	2008	53571427.5
ARTE.PA	2018	60937803.9
ARTE.PA	2017	42457039.79
ARTE.PA	2016	67368239.2
ARTE.PA	2015	66285699.6
ARTE.PA	2014	45311717.04
ARTE.PA	2013	466890
ARTE.PA	2012	508260
ARTE.PA	2011	1997580
ARTE.PA	2010	721020
ARTE.PA	2009	1477500
ARTE.PA	2008	2718600
ALMII.PA	2018	24240225.24
ALMII.PA	2017	33617360
ALMII.PA	2016	8844780
ALMII.PA	2015	8844780
ALMII.PA	2014	9972445
ALMII.PA	2013	NULL
ALMII.PA	2012	NULL
ALMII.PA	2011	NULL
ALMII.PA	2010	9544791.2
ALMII.PA	2009	9137804.2
GNRO.PA	2018	50423925.92
GNRO.PA	2017	83697853.78
GNRO.PA	2016	149366222.4
ALMET.PA	2018	7843921.7
ALMET.PA	2017	7940675.52
ALMET.PA	2016	6371484.93
ALMET.PA	2015	5072027.8
ALMET.PA	2014	4060686.18
ALMET.PA	2013	4038557.1
ALMET.PA	2012	4868397.6
IEX.AS	2018	12813895.5
IEX.AS	2017	3831952.85
IEX.AS	2016	3011695.2
IEX.AS	2015	3848277.2
IEX.AS	2014	4860541.42
IEX.AS	2013	4141080.9
IEX.AS	2012	3076448
IEX.AS	2011	3076448
IEX.AS	2010	4022455.76
IEX.AS	2009	3922471.2
IEX.AS	2008	5887516.488
BEVA.AS	2018	62089478.36
BEVA.AS	2017	67377318.55
BEVA.AS	2016	51172647
BEVA.AS	2015	51513797.98
BEVA.AS	2014	27292078.4
BEVA.AS	2013	34115098
BEVA.AS	2012	29850710.75
BEVA.AS	2011	19957332.33
BEVA.AS	2010	39232362.7
BEVA.AS	2009	67718469.53
BEVA.AS	2008	91940189.11
SPAB.BR	2018	896475600
SPAB.BR	2017	743637455.9
SPAB.BR	2016	460688850
SPAB.BR	2015	394905802.5
SPAB.BR	2014	298825200
SPAB.BR	2013	287411737.5
SPAB.BR	2012	296708521.5
SPAB.BR	2011	228269250
SPAB.BR	2010	222666277.5
SPAB.BR	2009	232378096.5
SPAB.BR	2008	224118900
KARD.AS	2018	9128251.395
KARD.AS	2017	21430177.32
KARD.AS	2016	16977071.33
KARD.AS	2015	21651917.06
KARD.AS	2014	24718536.84
KARD.AS	2013	37804821.05
KARD.AS	2012	86999568.36
KARD.AS	2011	221412783.2
KARD.AS	2010	496725042
KARD.AS	2009	458592840.4
KARD.AS	2008	170765478
FATL.PA	2018	66136820
FATL.PA	2017	73081000.32
FATL.PA	2016	49425330.9
FATL.PA	2015	47580025.6
FATL.PA	2014	30946955.4
FATL.PA	2013	28428345
FATL.PA	2012	28573815
FATL.PA	2011	17637060
FATL.PA	2010	17607124.99
FATL.PA	2009	18446993.9
FATL.PA	2008	19020038.39
LZTL.PA	2018	20388067.56
LZTL.PA	2017	20441643.35
LZTL.PA	2016	13219963.1
LZTL.PA	2015	15363740.9
LZTL.PA	2014	26151522.54
LZTL.PA	2013	18836411.34
LZTL.PA	2012	15079198.44
LZTL.PA	2011	17332412
LZTL.PA	2010	17375743.03
LZTL.PA	2009	15165860.5
LZTL.PA	2008	19065653.2
NEFI.BR	2018	4063266
NEFI.BR	2017	2321110.075
NEFI.BR	2016	3382394.4
NEFI.BR	2015	2998031.4
NEFI.BR	2014	3148116
NEFI.BR	2013	4033981.2
NEFI.BR	2012	3122491.8
NEFI.BR	2011	2928480
NEFI.BR	2010	2785716.6
NEFI.BR	2009	3294540
NEFI.BR	2008	5856960
MCP.LS	2018	194380314
MCP.LS	2017	266216517
MCP.LS	2016	190154655
MCP.LS	2015	202831632
MCP.LS	2014	126769770
MCP.LS	2013	98035288.8
MCP.LS	2012	84513180
MCP.LS	2011	139446747
MCP.LS	2010	338052720
MCP.LS	2009	352419960.6
MCP.LS	2008	257765199
DIGP.PA	2018	1260000
DIGP.PA	2017	1239000
DIGP.PA	2016	1701000
DIGP.PA	2015	1533000
DIGP.PA	2014	1302000
DIGP.PA	2013	1386000
DIGP.PA	2012	1974000
DIGP.PA	2011	2142000
DIGP.PA	2010	1995000
DIGP.PA	2009	2835000
DIGP.PA	2008	3675000
YAS.PA	2018	64890459.2
YAS.PA	2017	51961861
YAS.PA	2016	51363220.08
YAS.PA	2015	44573828.92
YAS.PA	2014	35905576.26
YAS.PA	2013	23584001.28
YAS.PA	2012	27126137.25
YAS.PA	2011	22183152.24
YAS.PA	2010	26402773.59
YAS.PA	2009	14578619.66
YAS.PA	2008	11446023.7
ALWEC.PA	2018	27095527.8
ALWEC.PA	2017	29968094.85
ALWEC.PA	2016	23197537
ALWEC.PA	2015	NULL
ALWEC.PA	2014	1908292.16
ALWEC.PA	2013	1729389.77
ALWEC.PA	2012	1669755.64
ALWEC.PA	2011	1431219.12
ALWEC.PA	2010	2564267.59
ALWEC.PA	2009	3339511.28
ALWEC.PA	2008	3279871.65
ALBI.PA	2018	88768189.8
ALBI.PA	2017	81181906.72
ALBI.PA	2016	61192392
ALBI.PA	2015	61192392
ALBI.PA	2014	56093026
ALBI.PA	2013	13140216.17
ALBI.PA	2012	10647762.42
ALBI.PA	2011	45861149
ALBI.PA	2010	75745324
ALBI.PA	2009	63964932.82
ALBI.PA	2008	63484803.9
SDIF.PA	2018	58135312
SDIF.PA	2017	67763973.05
SDIF.PA	2016	64971744
SDIF.PA	2015	36821250.48
SDIF.PA	2014	23574581.1
SDIF.PA	2013	26942378.4
SDIF.PA	2012	25499036.7
SDIF.PA	2011	22484056.26
SDIF.PA	2010	17320100.4
SDIF.PA	2009	14369268.48
SDIF.PA	2008	11578807.86
ALDV.PA	2018	13591637.2
ALDV.PA	2017	14950800.92
ALDV.PA	2016	16309964.64
ALDV.PA	2015	19028292.08
ALDV.PA	2014	10873309.76
ALDV.PA	2013	17669128.36
ALDV.PA	2012	20387421.15
ALDV.PA	2011	23105743.97
ALDV.PA	2010	23782430.4
ALDV.PA	2009	14022419.46
ALDV.PA	2008	12019216.68
FOU.BR	2018	4275427
FOU.BR	2017	4316936
FOU.BR	2016	8301800
FOU.BR	2015	5728242
FOU.BR	2014	7679165
FOU.BR	2013	7471620
FOU.BR	2012	18928104
FOU.BR	2011	20771103.6
FOU.BR	2010	21335626
FOU.BR	2009	20754500
FOU.BR	2008	19924320
UTIN.PA	2018	4485225.248
UTIN.PA	2017	8658736
UTIN.PA	2016	6320877.28
UTIN.PA	2015	4935479.52
UTIN.PA	2014	6407464.64
UTIN.PA	2013	5714765.76
UTIN.PA	2012	4329368
UTIN.PA	2011	5628178.4
UTIN.PA	2010	10563657.92
UTIN.PA	2009	5596925.75
UTIN.PA	2008	3960901.3
FLEXD.LS	2018	NULL
FINM.PA	2018	462491.19
FINM.PA	2017	484514.58
FINM.PA	2016	440467.8
FINM.PA	2015	396421.02
FINM.PA	2014	330350.85
FINM.PA	2013	858912.21
FINM.PA	2012	NULL
FINM.PA	2011	2839577.67
FINM.PA	2010	2465369.76
FINM.PA	2009	392650.5
FINM.PA	2008	1653891.5
ALORD.PA	2018	11539032.93
FAUV.PA	2018	8076082
FAUV.PA	2017	6241498.719
FAUV.PA	2016	8356989.2
FAUV.PA	2015	4712719.9
FAUV.PA	2014	6596303
FAUV.PA	2013	5517820
FAUV.PA	2012	5018708.1
FAUV.PA	2011	7524300
FAUV.PA	2010	7223328
FAUV.PA	2009	6721708
FAUV.PA	2008	11409346.9
GENKc.BR	2018	5599879.602
GENKc.BR	2017	14274000
GENKc.BR	2016	16966170
GENKc.BR	2015	17199000
GENKc.BR	2014	16845660
GENKc.BR	2013	16027830
GENKc.BR	2012	15210000
GENKc.BR	2011	20358000
GENKc.BR	2010	18346770
GENKc.BR	2009	18369000
GENKc.BR	2008	18977400
ALTRO.PA	2018	40910248.8
ALTRO.PA	2017	45483025.05
ALTRO.PA	2016	47196067.5
ALTRO.PA	2015	28667241
CDBP.PA	2018	184999785.1
CDBP.PA	2017	180810804.9
CDBP.PA	2016	188571851
CDBP.PA	2015	195217555
CDBP.PA	2014	158749254.3
CDBP.PA	2013	182756860
CDBP.PA	2012	138712456.7
CDBP.PA	2011	90503724
CDBP.PA	2010	106099108.2
CDBP.PA	2009	117170648
CDBP.PA	2008	70111349.7
BBUI.PA	2018	4722550
BBUI.PA	2017	4506662
BBUI.PA	2016	7684263.5
BBUI.PA	2015	10322145
BBUI.PA	2014	13479507
BBUI.PA	2013	15314555
BBUI.PA	2012	22533310
BBUI.PA	2011	24017540
BBUI.PA	2010	11172204
BBUI.PA	2009	9951087.5
BBUI.PA	2008	15516950
PROAC.PA	2018	18406646.14
PROAC.PA	2017	21815284.32
PROAC.PA	2016	16361463.24
PROAC.PA	2015	23178739.59
PROAC.PA	2014	21929282.94
PROAC.PA	2013	23219240.76
PROAC.PA	2012	21929282.94
PROAC.PA	2011	23625704.65
PROAC.PA	2010	27242106.88
PROAC.PA	2009	30401647.56
PROAC.PA	2008	12275279.74
SDTC.PA	2018	1835407.2
SDTC.PA	2017	2468907.052
SDTC.PA	2016	1930376.928
SDTC.PA	2015	1537773.6
SDTC.PA	2014	1264942.8
SDTC.PA	2013	892900.8
SDTC.PA	2012	1984224
SDTC.PA	2011	2901927.6
SDTC.PA	2010	4117264.8
SDTC.PA	2009	4390095.6
SDTC.PA	2008	2871371.2
LINP.PA	2018	238719492
LINP.PA	2017	296872012.8
LINP.PA	2016	280014570
LINP.PA	2015	296985150
LINP.PA	2014	475119671.4
LINP.PA	2013	396489317.4
LINP.PA	2012	349989928.2
LINP.PA	2011	268700850
LINP.PA	2010	353553750
LINP.PA	2009	357174140.4
LINP.PA	2008	451417428
VAF.LS	2018	245378725.1
VAF.LS	2017	175042290.7
VAF.LS	2016	104071344.7
VAF.LS	2015	92507861.92
VAF.LS	2014	125622587.8
VAF.LS	2013	91720000.75
VAF.LS	2012	90932139.58
VAF.LS	2011	79368656.84
VAF.LS	2010	90932139.58
VAF.LS	2009	6745101.73
VAF.LS	2008	4661774.69
NEDSE.AS	2018	5186700
NEDSE.AS	2017	6879890.41
NEDSE.AS	2016	2692131.03
NEDSE.AS	2015	2093879.69
NEDSE.AS	2014	4707717.12
NEDSE.AS	2013	7149123.75
NEDSE.AS	2012	6303321.557
NEDSE.AS	2011	7800096.91
NEDSE.AS	2010	6763509.312
NEDSE.AS	2009	5888981.046
NEDSE.AS	2008	2349862.06
ALTAN.PA	2018	23073964.8
ALTAN.PA	2017	21252336
ALTAN.PA	2016	11133553.6
ALTAN.PA	2015	14088227.44
ALTAN.PA	2014	17085722.64
ALTAN.PA	2013	30831379.2
ALTAN.PA	2012	18462196.83
ALTAN.PA	2011	20785814.28
ALTAN.PA	2010	15969589.02
ALTAN.PA	2009	10477402.32
ALTAN.PA	2008	4767225
ALPHY.PA	2018	49956037.76
ALPHY.PA	2017	163347320.6
ALPHY.PA	2016	173829584.9
ALPHY.PA	2015	235258084.8
ALPHY.PA	2014	258327056.4
ALPHY.PA	2013	198419130.4
ALPHY.PA	2012	204149646.7
ALPHY.PA	2011	159570588.3
ALPHY.PA	2010	157452394.7
ALPHY.PA	2009	155332298
ALPHY.PA	2008	147424471.9
ALPLA.PA	2018	12169397.52
ALPLA.PA	2017	24049047.48
ALPLA.PA	2016	22489395.88
ALPLA.PA	2015	13607029.44
ALPLA.PA	2014	11728384.13
ALPLA.PA	2013	8185105.72
ALPLA.PA	2012	3218861.8
ALPLA.PA	2011	6161821.16
ALPLA.PA	2010	4647561
ALPLA.PA	2009	5921034
ALPLA.PA	2008	5526087
NEXTS.PA	2018	171923670
NEXTS.PA	2017	191981431.5
NEXTS.PA	2016	155206368
NOVI.AS	2018	10634600.7
NOVI.AS	2017	18096447.6
NOVI.AS	2016	3344786.98
NOVI.AS	2015	4449365.973
NOVI.AS	2014	4595349.706
NOVI.AS	2013	5550000
NOVI.AS	2012	2850000
NOVI.AS	2011	3592876.7
NOVI.AS	2010	1166453.7
NOVI.AS	2009	8594922
NOVI.AS	2008	4342207.1
MUSE.PA	2018	33718688
MUSE.PA	2017	38499696
MUSE.PA	2016	37744800
MUSE.PA	2015	50824631.36
MUSE.PA	2014	47759753.6
MUSE.PA	2013	48212691.2
MUSE.PA	2012	44840822.4
MUSE.PA	2011	47779884.16
MUSE.PA	2010	47306816
MUSE.PA	2009	41312941.76
MUSE.PA	2008	44790496
ALPCV.PA	2018	15559074.96
ALPCV.PA	2017	29970767.46
ALPCV.PA	2016	34533576
EEMA.PA	2018	18106916.82
EEMA.PA	2017	29656250
EEMA.PA	2016	11700000
EEMA.PA	2015	13000000
EEMA.PA	2014	9262500
EEMA.PA	2013	13650000
EEMA.PA	2012	18947500
EEMA.PA	2011	53462500
EEMA.PA	2010	41795000
EEMA.PA	2009	26615160
EEMA.PA	2008	30641556
BELU.BR	2018	1722407.4
BELU.BR	2017	1782545.656
BELU.BR	2016	1613048.2
BELU.BR	2015	1900116.1
BELU.BR	2014	2228193.7
BELU.BR	2013	3185086.7
BELU.BR	2012	3964271
BELU.BR	2011	3417475
BELU.BR	2010	6151455
BELU.BR	2009	4360698.1
BELU.BR	2008	4100970
ALROC.PA	2018	14908516.46
ALROC.PA	2017	30790010.58
ALROC.PA	2016	16877578.5
ALROC.PA	2015	16752559.4
ALROC.PA	2014	26504049.2
ALROC.PA	2013	23253552.6
ALROC.PA	2012	11312592.5
ALROC.PA	2011	8215665.36
ALROC.PA	2010	12944772.96
ALROC.PA	2009	12610953.6
ALROC.PA	2008	11312767.2
ALIMR.PA	2018	3856457.28
ALIMR.PA	2017	8391166.418
ALIMR.PA	2016	10568176.2
CFI.PA	2018	691921.44
CFI.PA	2017	1317975.982
CFI.PA	2016	1324047.2
CFI.PA	2015	2323489.28
CFI.PA	2014	905477.44
CFI.PA	2013	45718068.48
CFI.PA	2012	39721416
CFI.PA	2011	36731632
CFI.PA	2010	35023184
CFI.PA	2009	38440080
CFI.PA	2008	33741848
ALPER.PA		NULL
GLINT.LS	2018	15218501.9
GLINT.LS	2017	20948515.33
GLINT.LS	2016	20958051.19
GLINT.LS	2015	20958051.19
GLINT.LS	2014	16001167.71
GLINT.LS	2013	20001459.64
GLINT.LS	2012	9565915.48
GLINT.LS	2011	10435544.16
GLINT.LS	2010	31306632.48
GLINT.LS	2009	77396952.52
GLINT.LS	2008	55656235.52
VDNT.PA	2018	9889002.2
VDNT.PA	2017	10291096.67
VDNT.PA	2016	9548965.48
VDNT.PA	2015	10134515.25
VDNT.PA	2014	8603077.39
VDNT.PA	2013	4498525.03
VDNT.PA	2012	4078102.13
VDNT.PA	2011	5801836.02
VDNT.PA	2010	6264301.21
VDNT.PA	2009	8534584.87
VDNT.PA	2008	7632942.6
DPAP.PA	2018	44205600
DPAP.PA	2017	54279000
DPAP.PA	2016	37556178
DPAP.PA	2015	23276400
DPAP.PA	2014	21046560
DPAP.PA	2013	12232824
DPAP.PA	2012	7188300
DPAP.PA	2011	6169224
DPAP.PA	2010	7970700
DPAP.PA	2009	7833780
DPAP.PA	2008	8520336
LIG.LS	2018	1680269.58
LIG.LS	2017	1858405.51
LIG.LS	2016	3733932.4
LIG.LS	2015	5600898.6
LIG.LS	2014	5600898.6
LIG.LS	2013	3733932.4
LIG.LS	2012	3733932.4
LIG.LS	2011	5600898.6
LIG.LS	2010	9334831
LIG.LS	2009	14935729.6
LIG.LS	2008	7000000
ALMAS.PA	2018	6536104.83
ALMAS.PA	2017	5397225.12
ALMAS.PA	2016	4546948.32
ALMAS.PA	2015	7262486.9
ALMAS.PA	2014	3599667.42
ALMAS.PA	2013	7894007.5
ALMAS.PA	2012	15432068.16
ALMAS.PA	2011	14146062.48
ALMAS.PA	2010	16342988.85
ALMAS.PA	2009	16402556.8
ALMAS.PA	2008	14352237.2
ALAQU.PA	2018	11302500
ALAQU.PA	2017	11517000
ALAQU.PA	2016	12226500
ALAQU.PA	2015	9751500
ALAQU.PA	2014	9388500
ALAQU.PA	2013	5890500
ALAQU.PA	2012	4884000
ALAQU.PA	2011	3712500
ALAQU.PA	2010	4059000
ALAQU.PA	2009	5362500
ALAQU.PA	2008	5527500
ENGB.BR	2018	34425000
ENGB.BR	2017	40042650
ENGB.BR	2016	42075000
ENGB.BR	2015	47177550
ENGB.BR	2014	50490000
ENGB.BR	2013	50541000
ENGB.BR	2012	55335000
ENGB.BR	2011	63622500
ENGB.BR	2010	77775000
ENGB.BR	2009	64795500
ENGB.BR	2008	63752550
NBZ.AS	2018	854328
NBZ.AS	2017	854328
NBZ.AS	2016	875686.2
NBZ.AS	2015	1257492
NBZ.AS	2014	1303554.08
NBZ.AS	2013	577731
NBZ.AS	2012	774354
NBZ.AS	2011	2604000000
TYNN.PA	2018	12428308.32
TYNN.PA	2017	12280354.61
TYNN.PA	2016	13707693
TYNN.PA	2015	15169846.92
TYNN.PA	2014	11514462.12
TYNN.PA	2013	10052308.2
